Parent id number,Id number,Shortname,Description,Description format,Scale values,Scale configuration,Rule type,Rule outcome,Rule config,Cross referenced competency id numbers,Exported id,Is framework,Taxonomy
,SISXWHS101 (2017),SISXWHS101: Follow work health and safety policies (2017),,1,,,,,,2017,,,
,SISXWHS402 (2017),SISXWHS402: Implement and monitor work health and safety policies (2017),,1,,,,,,2017,,,
,SITHACS101 (2017),SITHACS101: Clean premises and equipment (2017),,1,,,,,,2017,,,
,SITHACS201 (2017),SITHACS201: Provide housekeeping services to guests (2017),,1,,,,,,2017,,,
,SITHACS202 (2017),SITHACS202: Prepare rooms for guests (2017),,1,,,,,,2017,,,
,SITHACS303 (2017),SITHACS303: Provide accommodation reception services (2017),,1,,,,,,2017,,,
,SITHCCC004B (2017),SITHCCC004B: Clean and maintain kitchen premises (2017),,1,,,,,,2017,,,
,SITHCCC005A (2017),SITHCCC005A: Use basic methods of cookery (2017),,1,,,,,,2017,,,
,SITHCCC007A (2017),SITHCCC007A: Prepare sandwiches (2017),,1,,,,,,2017,,,
,SITHCCC010A (2017),"SITHCCC010A: Select, prepare and cook poultry (2017)",,1,,,,,,2017,,,
,SITHCCC011A (2017),"SITHCCC011A: Select, prepare and cook seafood (2017)",,1,,,,,,2017,,,
,SITHCCC012A (2017),"SITHCCC012A: Select, prepare and cook meat (2017)",,1,,,,,,2017,,,
,SITHCCC013A (2017),SITHCCC013A: Prepare hot and cold desserts (2017),,1,,,,,,2017,,,
,SITHCCC014A (2017),"SITHCCC014A: Prepare pastries, cakes and yeast goods (2017)",,1,,,,,,2017,,,
,SITHCCC021A (2017),SITHCCC021A: Handle and serve cheese (2017),,1,,,,,,2017,,,
,SITHCCC101 (2017),SITHCCC101: Use food preparation equipment (2017),,1,,,,,,2017,,,
,SITHCCC102 (2017),SITHCCC102: Prepare simple dishes (2017),,1,,,,,,2017,,,
,SITHCCC103 (2017),SITHCCC103: Prepare sandwiches (2017),,1,,,,,,2017,,,
,SITHCCC104 (2017),SITHCCC104: Package prepared foodstuffs (2017),,1,,,,,,2017,,,
,SITHCCC201 (2017),SITHCCC201: Produce dishes using basic methods of cookery (2017),,1,,,,,,2017,,,
,SITHCCC202 (2017),SITHCCC202: Produce appetisers and salads (2017),,1,,,,,,2017,,,
,SITHCCC203 (2017),"SITHCCC203: Produce stocks, sauces and soups (2017)",,1,,,,,,2017,,,
,SITHCCC204 (2017),"SITHCCC204: Produce vegetable, fruit, egg and farinaceous dishes (2017)",,1,,,,,,2017,,,
,SITHCCC207 (2017),SITHCCC207: Use cookery skills effectively (2017),,1,,,,,,2017,,,
,SITHCCC301 (2017),SITHCCC301: Produce poultry dishes (2017),,1,,,,,,2017,,,
,SITHCCC302 (2017),SITHCCC302: Produce seafood dishes (2017),,1,,,,,,2017,,,
,SITHCCC303 (2017),SITHCCC303: Produce meat dishes (2017),,1,,,,,,2017,,,
,SITHCCC304 (2017),SITHCCC304: Produce and serve food for buffets (2017),,1,,,,,,2017,,,
,SITHCCC305 (2017),SITHCCC305: Produce pates and terrines (2017),,1,,,,,,2017,,,
,SITHCCC306 (2017),SITHCCC306: Handle and serve cheese (2017),,1,,,,,,2017,,,
,SITHCCC307 (2017),SITHCCC307: Prepare food to meet special dietary requirements (2017),,1,,,,,,2017,,,
,SITHCCC308 (2017),"SITHCCC308: Produce cakes, pastries and breads (2017)",,1,,,,,,2017,,,
,SITHCCC309 (2017),SITHCCC309: Work effectively as a cook (2017),,1,,,,,,2017,,,
,SITHFAB101 (2017),SITHFAB101: Clean and tidy bar areas (2017),,1,,,,,,2017,,,
,SITHFAB201 (2017),SITHFAB201: Provide responsible service of alcohol (2017),,1,,,,,,2017,,,
,SITHFAB202 (2017),SITHFAB202: Operate a bar (2017),,1,,,,,,2017,,,
,SITHFAB203 (2017),SITHFAB203: Prepare and serve non-alcoholic beverages (2017),,1,,,,,,2017,,,
,SITHFAB204 (2017),SITHFAB204: Prepare and serve espresso coffee (2017),,1,,,,,,2017,,,
,SITHFAB205 (2017),SITHFAB205: Provide room service (2017),,1,,,,,,2017,,,
,SITHFAB206 (2017),SITHFAB206: Serve food and beverage (2017),,1,,,,,,2017,,,
,SITHFAB301 (2017),SITHFAB301: Operate and monitor cellar systems (2017),,1,,,,,,2017,,,
,SITHFAB303 (2017),SITHFAB303: Prepare and serve cocktails (2017),,1,,,,,,2017,,,
,SITHFAB307 (2017),SITHFAB307: Provide table service of food and beverage (2017),,1,,,,,,2017,,,
,SITHFAB309 (2017),SITHFAB309: Provide advice on food (2017),,1,,,,,,2017,,,
,SITHFAB310 (2017),SITHFAB310: Provide advice on food and beverage matching (2017),,1,,,,,,2017,,,
,SITHIND101 (2017),SITHIND101: Use hygienic practices for hospitality service (2017),,1,,,,,,2017,,,
,SITHIND201 (2017),SITHIND201: Source and use information on the hospitality industry (2017),,1,,,,,,2017,,,
,SITHIND202 (2017),SITHIND202: Use hospitality skills effectively (2017),,1,,,,,,2017,,,
,SITHIND301 (2017),SITHIND301: Work effectively in hospitality service (2017),,1,,,,,,2017,,,
,SITHKOP101 (2017),SITHKOP101: Clean kitchen premises and equipment (2017),,1,,,,,,2017,,,
,SITHKOP302 (2017),SITHKOP302: Plan and cost basic menus (2017),,1,,,,,,2017,,,
,SITHKOP402 (2017),SITHKOP402: Develop menus for special dietary requirements (2017),,1,,,,,,2017,,,
,SITHKOP403 (2017),SITHKOP403: Coordinate cooking operations (2017),,1,,,,,,2017,,,
,SITHKOP404 (2017),SITHKOP404: Plan catering for events or function (2017),,1,,,,,,2017,,,
,SITHPAT008A (2017),SITHPAT008A: Prepare and model marzipan (2017),,1,,,,,,2017,,,
,SITHPAT010A (2017),SITHPAT010A: Prepare and display sugar work (2017),,1,,,,,,2017,,,
,SITHPAT301 (2017),SITHPAT301: Produce Cakes (2017),,1,,,,,,2017,,,
,SITHPAT302 (2017),"SITHPAT302: Produce gateaux, torten and cakes (2017)",,1,,,,,,2017,,,
,SITHPAT303 (2017),SITHPAT303: Produce pastries (2017),,1,,,,,,2017,,,
,SITHPAT304 (2017),SITHPAT304: Prepare yeast based bakery products (2017),,1,,,,,,2017,,,
,SITHPAT305 (2017),SITHPAT305: Produce petit fours (2017),,1,,,,,,2017,,,
,SITHPAT306 (2017),SITHPAT306: Produce desserts (2017),,1,,,,,,2017,,,
,SITHPAT401 (2017),SITHPAT401: Prepare and model marzipan (2017),,1,,,,,,2017,,,
,SITHPAT402 (2017),SITHPAT402: Produce chocolate confectionery (2017),,1,,,,,,2017,,,
,SITHPAT403 (2017),SITHPAT403: Model sugar based decorations (2017),,1,,,,,,2017,,,
,SITHPAT404 (2017),SITHPAT404: Design and produce sweet buffet showpieces (2017),,1,,,,,,2017,,,
,SITTGDE101 (2017),SITTGDE101: Interpret aspects of local Australian Indigenous culture (2017),,1,,,,,,2017,,,
,SITTGDE304 (2017),SITTGDE304: Prepare and present tour commentaries or activities (2017),,1,,,,,,2017,,,
,SITTGDE306 (2017),SITTGDE306: Research and share general information on Australian Indigenous cultures (2017),,1,,,,,,2017,,,
,SITTIND201 (2017),SITTIND201: Source and use information on the tourism and travel industry (2017),,1,,,,,,2017,,,
,SITTPPD402 (2017),SITTPPD402: Develop interpretive activities (2017),,1,,,,,,2017,,,
,SITTTSL201 (2017),SITTTSL201: Operate an online information system (2017),,1,,,,,,2017,,,
,SITTTSL202 (2017),SITTTSL202: Access and interpret product information (2017),,1,,,,,,2017,,,
,SITTTSL302 (2017),SITTTSL302: Provide advice on Australian destinations (2017),,1,,,,,,2017,,,
,SITTTSL303 (2017),SITTTSL303: Sell tourism products and services (2017),,1,,,,,,2017,,,
,SITTTSL304 (2017),SITTTSL304: Prepare quotations (2017),,1,,,,,,2017,,,
,SITTTSL305 (2017),SITTTSL305: Process reservations (2017),,1,,,,,,2017,,,
,SITTTSL306 (2017),SITTTSL306: Book supplier services (2017),,1,,,,,,2017,,,
,SITXCCS101 (2017),SITXCCS101: Provide information and assistance (2017),,1,,,,,,2017,,,
,SITXCCS201 (2017),SITXCCS201: Provide visitor information (2017),,1,,,,,,2017,,,
,SITXCCS202 (2017),SITXCCS202: Interact with customers (2017),,1,,,,,,2017,,,
,SITXCCS303 (2017),SITXCCS303: Provide service to customers (2017),,1,,,,,,2017,,,
,SITXCCS401 (2017),SITXCCS401: Enhance the customer service experience (2017),,1,,,,,,2017,,,
,SITXCCS501 (2017),SITXCCS501: Manage quality customer service (2017),,1,,,,,,2017,,,
,SITXCOM101 (2017),SITXCOM101: Source and present information (2017),,1,,,,,,2017,,,
,SITXCOM201 (2017),SITXCOM201: Show social and cultural sensitivity (2017),,1,,,,,,2017,,,
,SITXCOM202 (2017),SITXCOM202: Provide a briefing or scripted commentary (2017),,1,,,,,,2017,,,
,SITXCOM401 (2017),SITXCOM401: Manage conflict (2017),,1,,,,,,2017,,,
,SITXEVT301 (2017),SITXEVT301: Access information on event operations (2017),,1,,,,,,2017,,,
,SITXEVT303 (2017),SITXEVT303: Coordinate on-site event registrations (2017),,1,,,,,,2017,,,
,SITXEVT401 (2017),SITXEVT401: Plan in-house events or functions (2017),,1,,,,,,2017,,,
,SITXEVT502 (2017),SITXEVT502: Select event venues and sites (2017),,1,,,,,,2017,,,
,SITXEVT503 (2017),SITXEVT503: Manage event staging components (2017),,1,,,,,,2017,,,
,SITXEVT505 (2017),SITXEVT505: Manage on-site event operations (2017),,1,,,,,,2017,,,
,SITXEVT601 (2017),SITXEVT601: Research event trends and practice (2017),,1,,,,,,2017,,,
,SITXEVT602 (2017),SITXEVT602: Develop event concepts (2017),,1,,,,,,2017,,,
,SITXEVT603 (2017),SITXEVT603: Determine event feasibility (2017),,1,,,,,,2017,,,
,SITXEVT604 (2017),SITXEVT604: Develop and implement event management plans (2017),,1,,,,,,2017,,,
,SITXFIN201 (2017),SITXFIN201: Process financial transactions (2017),,1,,,,,,2017,,,
,SITXFIN401 (2017),SITXFIN401: Interpret financial information (2017),,1,,,,,,2017,,,
,SITXFIN402 (2017),SITXFIN402: Manage finances within a budget (2017),,1,,,,,,2017,,,
,SITXFIN501 (2017),SITXFIN501: Prepare and monitor budgets (2017),,1,,,,,,2017,,,
,SITXFIN601 (2017),SITXFIN601: Manage physical assets (2017),,1,,,,,,2017,,,
,SITXFSA101 (2017),SITXFSA101: Use hygienic practices for food safety (2017),,1,,,,,,2017,,,
,SITXFSA201 (2017),SITXFSA201: Participate in safe food handling practices (2017),,1,,,,,,2017,,,
,SITXFSA202 (2017),SITXFSA202: Transport and store food (2017),,1,,,,,,2017,,,
,SITXFSA401 (2017),SITXFSA401: Develop and implement a food safety program (2017),,1,,,,,,2017,,,
,SITXGLC501 (2017),SITXGLC501: Research and comply with regulatory requirements (2017),,1,,,,,,2017,,,
,SITXHRM301 (2017),SITXHRM301: Coach others in job skills (2017),,1,,,,,,2017,,,
,SITXHRM401 (2017),SITXHRM401: Roster staff (2017),,1,,,,,,2017,,,
,SITXHRM402 (2017),SITXHRM402: Lead and manage people (2017),,1,,,,,,2017,,,
,SITXHRM501 (2017),"SITXHRM501: Recruit, select and induct staff (2017)",,1,,,,,,2017,,,
,SITXHRM502 (2017),SITXHRM502: Manage volunteers (2017),,1,,,,,,2017,,,
,SITXHRM503 (2017),SITXHRM503: Monitor staff performance (2017),,1,,,,,,2017,,,
,SITXICT001A (2017),SITXICT001A: Build and launch a website for a small business (2017),,1,,,,,,2017,,,
,SITXINV002A (2017),SITXINV002A: Control and order stock (2017),,1,,,,,,2017,,,
,SITXINV201 (2017),SITXINV201: Receive and store stock (2017),,1,,,,,,2017,,,
,SITXINV202 (2017),SITXINV202: Maintain the quality of perishable items (2017),,1,,,,,,2017,,,
,SITXINV301 (2017),SITXINV301: Purchase goods (2017),,1,,,,,,2017,,,
,SITXINV401 (2017),SITXINV401: Control stock (2017),,1,,,,,,2017,,,
,SITXMGT401 (2017),SITXMGT401: Monitor work operations (2017),,1,,,,,,2017,,,
,SITXMGT501 (2017),SITXMGT501: Establish and conduct business relationships (2017),,1,,,,,,2017,,,
,SITXMGT502 (2017),SITXMGT502: Manage Projects (2017),,1,,,,,,2017,,,
,SITXMPR005A (2017),SITXMPR005A: Develop and manage marketing strategies (2017),,1,,,,,,2017,,,
,SITXMPR402 (2017),SITXMPR402: Create a promotional display or stand (2017),,1,,,,,,2017,,,
,SITXMPR403 (2017),SITXMPR403: Plan and implement sales activities (2017),,1,,,,,,2017,,,
,SITXMPR404 (2017),SITXMPR404: Coordinate marketing activities (2017),,1,,,,,,2017,,,
,SITXMPR501 (2017),SITXMPR501: Obtain and manage sponsorship (2017),,1,,,,,,2017,,,
,SITXMPR502 (2017),SITXMPR502: Develop and implement marketing strategies (2017),,1,,,,,,2017,,,
,SITXWHS101 (2017),SITXWHS101: Participate in safe work practices (2017),,1,,,,,,2017,,,
,SITXWHS301 (2017),"SITXWHS301: Identify hazards, assess and control safety risks (2017)",,1,,,,,,2017,,,
,SITXWHS401 (2017),SITXWHS401: Implement and monitor WHS practices (2017),,1,,,,,,2017,,,
,SITXWHS601 (2017),SITXWHS601: Establish and maintain a work health and safety system (2017),,1,,,,,,2017,,,
,SWEADS313A (2017),SWEADS313A: Comprehending news stories and advertisements (2017),,1,,,,,,2017,,,
,SWEANA406A (2017),SWEANA406A: Writing skills for analytical essays (2017),,1,,,,,,2017,,,
,SWECAL316A (2017),SWECAL316A: Comprehending and performing multiple-step calculations (2017),,1,,,,,,2017,,,
,SWECAS202A (2017),SWECAS202A: Comprehending and participating in routine casual conversations (2017),,1,,,,,,2017,,,
,SWECON105A (2017),SWECON105A: Comprehending and participating in short conversations (2017),,1,,,,,,2017,,,
,SWECON302A (2017),SWECON302A: Comprehending and participating in casual converations (2017),,1,,,,,,2017,,,
,SWEDEC002A (2017),SWEDEC002A: Decoding words and simple sentences (2017),,1,,,,,,2017,,,
,SWEDIS306A (2017),SWEDIS306A: Comprehending and participating in discussions (2017),,1,,,,,,2017,,,
,SWEDIS409A (2017),SWEDIS409A: Speaking skills for discussions (2017),,1,,,,,,2017,,,
,SWEEXC203A (2017),SWEEXC203A: Comprehending and participating in transactional exchanges (2017),,1,,,,,,2017,,,
,SWEFOR208A (2017),SWEFOR208A: Comprehending written instructions and completing formatted texts (2017),,1,,,,,,2017,,,
,SWEFRA217A (2017),SWEFRA217A: Comprehending and using fractions and decimals (2017),,1,,,,,,2017,,,
,SWEINF308A (2017),SWEINF308A: Comprehending and composing complex information texts (2017),,1,,,,,,2017,,,
,SWEINS108A (2017),SWEINS108A: Comprehending written instruction and completing a short form (2017),,1,,,,,,2017,,,
,SWEINS206A (2017),SWEINS206A: Comprehending and giving spoken instructions (2017),,1,,,,,,2017,,,
,SWEINT207A (2017),SWEINT207A: Comprehending and participating in simple interviews (2017),,1,,,,,,2017,,,
,SWEINT304A (2017),SWEINT304A: Comprehending and participating in interviews (2017),,1,,,,,,2017,,,
,SWEJOB214A (2017),SWEJOB214A: Comprehending and composing jobseeking texts (2017),,1,,,,,,2017,,,
,SWEJOB315A (2017),SWEJOB315A: Language skills for jobseeking (2017),,1,,,,,,2017,,,
,SWELIS407A (2017),SWELIS407A: Listening and taking notes in presentations (2017),,1,,,,,,2017,,,
,SWELRN001A (2017),SWELRN001A: Preliminary learning strategies (2017),,1,,,,,,2017,,,
,SWELRN101A (2017),SWELRN101A: Basic learning strategies (2017),,1,,,,,,2017,,,
,SWELRN201A (2017),SWELRN201A: Intermediate learning strategies (2017),,1,,,,,,2017,,,
,SWELRN301A (2017),SWELRN301A: Advance Learning Strategies (2017),,1,,,,,,2017,,,
,SWELRN401A (2017),SWELRN401A: Learning strategies for further studies (2017),,1,,,,,,2017,,,
,SWELTR003A (2017),SWELTR003A: Recognising and writing letters (2017),,1,,,,,,2017,,,
,SWEMSR114A (2017),SWEMSR114A: Comprehending and using the metric system of measurement (2017),,1,,,,,,2017,,,
,SWEMTN212A (2017),SWEMTN212A: Comprehending and composing information reports (2017),,1,,,,,,2017,,,
,SWENAR309A (2017),SWENAR309A: Comprehending and composing narrative texts (2017),,1,,,,,,2017,,,
,SWENEW112A (2017),SWENEW112A: Comprehending short news and information texts (2017),,1,,,,,,2017,,,
,SWENEW211A (2017),SWENEW211A: Comprehending news and information texts (2017),,1,,,,,,2017,,,
,SWENUM004A (2017),SWENUM004A: Recognising and writing numbers (2017),,1,,,,,,2017,,,
,SWEPER102A (2017),SWEPER102A: Giving personal information (2017),,1,,,,,,2017,,,
,SWEPER405A (2017),SWEPER405A: Writing skills for persuasive essays (2017),,1,,,,,,2017,,,
,SWEPRE305A (2017),SWEPRE305A: Comprehending and conducting presentations (2017),,1,,,,,,2017,,,
,SWEPRN008A (2017),SWEPRN008A: Giving basic personal information (2017),,1,,,,,,2017,,,
,SWEREA404A (2017),SWEREA404A: Reading and note-taking for further studies (2017),,1,,,,,,2017,,,
,SWEREC106A (2017),SWEREC106A: Comprehending and telling spoken recounts (2017),,1,,,,,,2017,,,
,SWEREC110A (2017),SWEREC110A: Comprehending and composing written recounts (2017),,1,,,,,,2017,,,
,SWESPE408A (2017),SWESPE408A: Speaking and writing skills for presentations (2017),,1,,,,,,2017,,,
,SWETIM007A (2017),SWETIM007A: Understanding time and money (2017),,1,,,,,,2017,,,
,SWEWRD006A (2017),SWEWRD006A: Writing words and simple sentences (2017),,1,,,,,,2017,,,
,TAEASS301B (2017),TAEASS301B: Contribute to assessment (2017),,1,,,,,,2017,,,
,TAEASS401B (2017),TAEASS401B: Plan assessment activities and processes (2017),,1,,,,,,2017,,,
,TAEASS402B (2017),TAEASS402B: Assess competence (2017),,1,,,,,,2017,,,
,TAEASS403B (2017),TAEASS403B: Participate in assessment validation (2017),,1,,,,,,2017,,,
,TAEASS501A (2017),TAEASS501A: Provide advanced assessment practice (2017),,1,,,,,,2017,,,
,TAEASS502B (2017),TAEASS502B: Design and develop assessment tools (2017),,1,,,,,,2017,,,
,TAEASS504A (2017),TAEASS504A: Develop and implement recognition strategies (2017),,1,,,,,,2017,,,
,TAEDEL301A (2017),TAEDEL301A: Provide work skill instruction (2017),,1,,,,,,2017,,,
,TAEDEL401A (2017),"TAEDEL401A: Plan, organise and deliver group based learning (2017)",,1,,,,,,2017,,,
,TAEDEL402A (2017),"TAEDEL402A: Plan, organise and facilitate learning in the workplace (2017)",,1,,,,,,2017,,,
,TAEDEL501A (2017),TAEDEL501A: Facilitate e learning (2017),,1,,,,,,2017,,,
,TAEDEL502A (2017),TAEDEL502A: Provide advanced facilitation practice (2017),,1,,,,,,2017,,,
,TAEDES401A (2017),TAEDES401A: Design and develop learning programs (2017),,1,,,,,,2017,,,
,TAEDES402A (2017),TAEDES402A: Use Training Packages And Accredited Courses To Meet Client Nee (2017),,1,,,,,,2017,,,
,TAEDES501A (2017),TAEDES501A: Design and develop learning strategies (2017),,1,,,,,,2017,,,
,TAEDES502A (2017),TAEDES502A: Design and develop learning resources (2017),,1,,,,,,2017,,,
,TAEDES503A (2017),TAEDES503A: Design and develop e-learning resources (2017),,1,,,,,,2017,,,
,TAEICR501A (2017),"TAEICR501A: Work in partnership with industry, enterprises and community groups (2017)",,1,,,,,,2017,,,
,TAELLN401A (2017),"TAELLN401A: Address adult language, literacy and numeracy skills (2017)",,1,,,,,,2017,,,
,TAELLN411 (2017),"TAELLN411: Address adult language, literacy and numeracy skills (2017)",,1,,,,,,2017,,,
,TAEPDD501A (2017),TAEPDD501A: Maintain and enhance professional practice (2017),,1,,,,,,2017,,,
,TAETAS401A (2017),TAETAS401A: Maintain training and assessment information (2017),,1,,,,,,2017,,,
,TLIA2012A (2017),TLIA2012A: Pick and process orders (2017),,1,,,,,,2017,,,
,TLIA2013 (2017),TLIA2013: Receive goods (2017),,1,,,,,,2017,,,
,TLIA2013A (2017),TLIA2013A: Receive goods (2017),,1,,,,,,2017,,,
,TLIA2014A (2017),TLIA2014A: Use product knowledge to complete work operations (2017),,1,,,,,,2017,,,
,TLIA2020A (2017),TLIA2020A: Replenish stock (2017),,1,,,,,,2017,,,
,TLIA2021A (2017),TLIA2021A: Despatch stock (2017),,1,,,,,,2017,,,
,TLIA3017A (2017),TLIA3017A: Identify products and store to specifications (2017),,1,,,,,,2017,,,
,TLIA3038A (2017),TLIA3038A: Control & order stock (2017),,1,,,,,,2017,,,
,TLIA4028A (2017),TLIA4028A: Assess and monitor optimum stock levels (2017),,1,,,,,,2017,,,
,TLIB2004A (2017),TLIB2004A: Carry out vehicle inspection (2017),,1,,,,,,2017,,,
,TLID1001A (2017),TLID1001A: Shift materials safely using manual handling methods (2017),,1,,,,,,2017,,,
,TLID2004A (2017),TLID2004A: Load and unload goods/cargo (2017),,1,,,,,,2017,,,
,TLID2010A (2017),TLID2010A: Operate a forklift (2017),,1,,,,,,2017,,,
,TLIE1003A (2017),TLIE1003A: Participate in basic workplace communication (2017),,1,,,,,,2017,,,
,TLIE1005 (2017),TLIE1005: Carry out basic workplace calculations (2017),,1,,,,,,2017,,,
,TLIE2008A (2017),TLIE2008A: Process workplace documentation (2017),,1,,,,,,2017,,,
,TLIE3004A (2017),TLIE3004A: Prepare workplace documents (2017),,1,,,,,,2017,,,
,TLIE3012A (2017),TLIE3012A: Consolidate manifest documentation (2017),,1,,,,,,2017,,,
,TLIF1001A (2017),TLIF1001A: Follow occupational health and safety procedures (2017),,1,,,,,,2017,,,
,TLIF1002 (2017),TLIF1002: Conduct housekeeping activities (2017),,1,,,,,,2017,,,
,TLIF2010A (2017),TLIF2010A: Apply fatigue management strategies (2017),,1,,,,,,2017,,,
,TLIF2092A (2017),TLIF2092A: Demonstrate awareness of chain of responsibility regulations (2017),,1,,,,,,2017,,,
,TLIG1001 (2017),TLIG1001: Work effectively with others (2017),,1,,,,,,2017,,,
,TLIJ2001A (2017),TLIJ2001A: Apply quality procedures (2017),,1,,,,,,2017,,,
,TLIK2010A (2017),TLIK2010A: Use infotechnology devices in the workplace (2017),,1,,,,,,2017,,,
,TLIL1001A (2017),TLIL1001A: Complete workplace orientation/induction procedures (2017),,1,,,,,,2017,,,
,TLIL5020A (2017),TLIL5020A: Develop and maintain operational procedures for transport and logistics enterpri (2017),,1,,,,,,2017,,,
,TLIL5055A (2017),TLIL5055A: Manage a supply chain (2017),,1,,,,,,2017,,,
,TLILIC2001 (2017),TLILIC2001: Licence to operate a forklift truck (2017),,1,,,,,,2017,,,
,TLILIC2001A (2017),TLILIC2001A: Licence to operate a forklift truck (2017),,1,,,,,,2017,,,
,TLIO2021A (2017),TLIO2021A: Follow security procedures when working with goods and cargo (2017),,1,,,,,,2017,,,
,TLIP4038A (2017),TLIP4038A: Monitor a supply chain operation (2017),,1,,,,,,2017,,,
,TLIP4040A (2017),TLIP4040A: Monitor warehouse operations (2017),,1,,,,,,2017,,,
,TLIP5004A (2017),TLIP5004A: Develop a transport and logistics business plan (2017),,1,,,,,,2017,,,
,TLIP5008A (2017),TLIP5008A: Manage a transport and logistics business unit (2017),,1,,,,,,2017,,,
,TLIP5025A (2017),TLIP5025A: Set and achieve budget (2017),,1,,,,,,2017,,,
,TLIP5035A (2017),TLIP5035A: Manage budgets and financial plans (2017),,1,,,,,,2017,,,
,TLIR4003A (2017),TLIR4003A: Negotiate a contract (2017),,1,,,,,,2017,,,
,TLIR5005A (2017),TLIR5005A: Manage a contract (2017),,1,,,,,,2017,,,
,TLIR5014A (2017),TLIR5014A: Manage suppliers (2017),,1,,,,,,2017,,,
,TLIU2012A (2017),TLIU2012A: Participate in environmentally sustainable work practices (2017),,1,,,,,,2017,,,
,UEENEEC020B (2017),UEENEEC020B: Participate in electrical work and competency development activities (2017),,1,,,,,,2017,,,
,UEENEEC025B (2017),UEENEEC025B: Participate in refrigeration and air conditioning work and competency developmen (2017),,1,,,,,,2017,,,
,UEENEED001B (2017),UEENEED001B: Use basic computer applications relevant to a workplace (2017),,1,,,,,,2017,,,
,UEENEED101A (2017),UEENEED101A: Use computer applications relevant to a workplace (2017),,1,,,,,,2017,,,
,UEENEEE101A (2017),"UEENEEE101A: Apply Occupational Health and Safety regulations, codes and practices in the wor (2017)",,1,,,,,,2017,,,
,UEENEEE102A (2017),"UEENEEE102A: Fabricate, assemble and dismantle utilities industry components (2017)",,1,,,,,,2017,,,
,UEENEEE103A (2017),UEENEEE103A: Solve problems in ELV single path circuits (2017),,1,,,,,,2017,,,
,UEENEEE104A (2017),UEENEEE104A: Solve problems in d.c. circuits (2017),,1,,,,,,2017,,,
,UEENEEE105A (2017),UEENEEE105A: Fix and secure electrotechnology equipment (2017),,1,,,,,,2017,,,
,UEENEEE107A (2017),"UEENEEE107A: Use drawings, diagrams, schedules, standards, codes and specifications (2017)",,1,,,,,,2017,,,
,UEENEEE130A (2017),UEENEEE130A: Provide solutions and report on routine electrotechnology problems (2017),,1,,,,,,2017,,,
,UEENEEE137A (2017),UEENEEE137A: Document and apply measures to control OHS risks associated with electrotechnolo (2017),,1,,,,,,2017,,,
,UEENEEE141A (2017),UEENEEE141A: Use of routine equipment_plant_technologies in an energy sector environment (2017),,1,,,,,,2017,,,
,UEENEEE148A (2017),UEENEEE148A: Carry out routine work activities in an energy sector environment (2017),,1,,,,,,2017,,,
,UEENEEE179A (2017),"UEENEEE179A: Identify and select components, accessories and materials for energy sector work (2017)",,1,,,,,,2017,,,
,UEENEEF102A (2017),UEENEEF102A: Install and maintain cabling for multiple access to telecommunication services (2017),,1,,,,,,2017,,,
,UEENEEG005B (2017),UEENEEG005B: Verify compliance and functionality of general electrical installations (2017),,1,,,,,,2017,,,
,UEENEEG006A (2017),UEENEEG006A: Solve problems in single and three phase low voltage machines (2017),,1,,,,,,2017,,,
,UEENEEG008B (2017),UEENEEG008B: Find and repair faults in electrical apparatus and circuits (2017),,1,,,,,,2017,,,
,UEENEEG033A (2017),UEENEEG033A: Solve problems in single and three phase low voltage electrical apparatus and ci (2017),,1,,,,,,2017,,,
,UEENEEG063A (2017),"UEENEEG063A: Arrange circuits, control and protection for general electrical installations (2017)",,1,,,,,,2017,,,
,UEENEEG101A (2017),UEENEEG101A: Solve problems in electromagnetic devices and related circuits (2017),,1,,,,,,2017,,,
,UEENEEG102A (2017),UEENEEG102A: Solve problems in low voltage a.c. circuits (2017),,1,,,,,,2017,,,
,UEENEEG103A (2017),UEENEEG103A: Install low voltage wiring and accessories (2017),,1,,,,,,2017,,,
,UEENEEG104A (2017),"UEENEEG104A: Install appliances, switchgear and associated accessories for low voltage electr (2017)",,1,,,,,,2017,,,
,UEENEEG105A (2017),UEENEEG105A: Verify compliance and functionality of low voltage general electrical installati (2017),,1,,,,,,2017,,,
,UEENEEG106A (2017),"UEENEEG106A: Terminate cables, cords and accessories for low voltage circuits (2017)",,1,,,,,,2017,,,
,UEENEEG107A (2017),UEENEEG107A: Select wiring systems and cables for low voltage general electrical installation (2017),,1,,,,,,2017,,,
,UEENEEG108A (2017),UEENEEG108A: Trouble-shoot and repair faults in low voltage electrical apparatus and circuits (2017),,1,,,,,,2017,,,
,UEENEEG109A (2017),UEENEEG109A: Develop and connect electrical control circuits (2017),,1,,,,,,2017,,,
,UEENEEJ102A (2017),UEENEEJ102A: Prepare and connect refrigerant tubing and fittings (2017),,1,,,,,,2017,,,
,UEENEEJ103A (2017),UEENEEJ103A: Establish the basic operating conditions of vapour compression systems (2017),,1,,,,,,2017,,,
,UEENEEJ104A (2017),UEENEEJ104A: Establish the basic operating conditions of air conditioning systems (2017),,1,,,,,,2017,,,
,UEENEEJ105A (2017),"UEENEEJ105A: Position, Assemble and Start Up Single Head Split Air Conditioning, Water Heatin (2017)",,1,,,,,,2017,,,
,UEENEEJ106A (2017),"UEENEEJ106A: Install refrigerant pipe work, flow controls and accessories (2017)",,1,,,,,,2017,,,
